Area,Body type:,Brand:,Condition:,Engine capacity:,Fuel type:,Kilometers run:,Listing Title,Model:,Posted On,Price,Registration year:,Sold By,Subarea,Transmission:,Trim / Edition:,URL,Views,Year of Manufacture:
"Dhaka
1370
views",Saloon,Mazda,Reconditioned,"1,500 cc","Petrol, Octane","89,000 km",Mazda 3 2020,Other Model,23/07/2025 19:27,"Tk 3,000,000",,Company,Gulshan,Automatic,MAZDA 3,https://bikroy.com/en/ad/mazda-3-2020-for-sale-dhaka,1370,2020
"Khulna
21
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","68,000 km",Toyota Yaris Cross Z 4.5 Grade Colorful 2020,Yaris Cross,23/07/2025 19:27,"Tk 3,500,000",,Company,Khulna Sadar,Automatic,Z 4.5 Grade Colorful,https://bikroy.com/en/ad/toyota-yaris-cross-z-45-grade-colorful-2020-for-sale-khulna,21,2020
"Dhaka
7
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"79,000 km",Toyota Noah SI WXB PKG 2020,Noah,23/07/2025 19:27,"Tk 3,700,000",,Company,Mirpur,Automatic,SI WXB PKG,https://bikroy.com/en/ad/toyota-noah-si-wxb-pkg-2020-for-sale-dhaka-1,7,2020
"Khulna
233
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","92,000 km",Toyota Aqua L Hybrid (kye)silver 2019,Aqua,23/07/2025 19:27,"Tk 1,750,000",,Company,Khulna Sadar,Automatic,L Hybrid (kye)silver,https://bikroy.com/en/ad/toyota-aqua-l-hybrid-kyesilver-2019-for-sale-khulna,233,2019
"Dhaka
48
views",Saloon,Toyota,Reconditioned,"1,500 cc",Hybrid,"70,000 km",Toyota Axio EX 2020,Axio,23/07/2025 19:27,"Tk 2,400,000",,Company,Gulshan,Automatic,EX,https://bikroy.com/en/ad/toyota-axio-ex-2020-for-sale-dhaka-149,48,2020
"Dhaka
113
views",Saloon,Toyota,Reconditioned,"1,800 cc",Hybrid,"96,000 km",Toyota Prius S TOURING 2020,Prius,23/07/2025 19:27,"Tk 3,275,000",,Company,Paltan,Automatic,S TOURING,https://bikroy.com/en/ad/toyota-prius-s-touring-2020-for-sale-dhaka-27,113,2020
"Chattogram
77
views",,Toyota,Reconditioned,"1,500 cc",Hybrid,"90,000 km",Toyota Esquire GI Hv MICA BLUE 4PNT 2020,Esquire,23/07/2025 19:27,"Tk 3,780,000",,Company,Halishahar,Automatic,GI Hv MICA BLUE 4PNT,https://bikroy.com/en/ad/toyota-esquire-gi-hv-mica-blue-4pnt-2020-for-sale-chattogram,77,2020
"Dhaka
708
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","47,521 km",Toyota Esquire Gi Premium 2020,Esquire,23/07/2025 19:27,"Tk 3,950,000",,Company,Baridhara,Automatic,Gi Premium,https://bikroy.com/en/ad/toyota-esquire-gi-premium-2020-for-sale-dhaka-212,708,2020
"Dhaka
76
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane, Other fuel type","61,000 km",Toyota Yaris Cross HYBRID 2020,Yaris Cross,23/07/2025 19:25,"Tk 3,020,000",,Company,Rampura,Automatic,HYBRID,https://bikroy.com/en/ad/toyota-yaris-cross-hybrid-2020-for-sale-dhaka-23,76,2020
"Dhaka
943
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc",Hybrid,"11,000 km",Toyota Corolla Cross Z LEATHER PKG/360 2021,Corolla Cross,23/07/2025 19:25,"Tk 4,190,000",,Company,Baridhara,Automatic,Z LEATHER PKG/360,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pkg-360-2021-for-sale-dhaka,943,2021
"Dhaka
370
views",MPV,Toyota,Reconditioned,"2,000 cc",Petrol,"110,000 km",Toyota Noah X PACKAGE 2020,Noah,23/07/2025 19:25,"Tk 3,750,000",,Company,Baridhara,Automatic,X PACKAGE,https://bikroy.com/en/ad/toyota-noah-x-package-2020-for-sale-dhaka-9,370,2020
"Chattogram
50
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc",Hybrid,"42,000 km",Toyota Corolla Cross Z Grey 4.5/42k km 2022,Corolla Cross,23/07/2025 19:25,"Tk 4,850,000",,Company,Agrabad,Automatic,Z Grey 4.5/42k km,https://bikroy.com/en/ad/toyota-corolla-cross-z-grey-45-42k-km-2022-for-sale-chattogram,50,2022
"Dhaka
40
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"89,467 km",Toyota Esquire Gi package Hybrid 2020,Esquire,23/07/2025 19:25,"Tk 3,780,000",,Company,Mirpur,Automatic,Gi package Hybrid,https://bikroy.com/en/ad/toyota-esquire-gi-package-hybrid-2020-for-sale-dhaka-6,40,2020
"Dhaka
30
views",Hatchback,Toyota,Reconditioned,"1,800 cc",Hybrid,"84,000 km",Toyota Noah SI WXB PKG 4 point 2019,Noah,23/07/2025 19:25,"Tk 3,360,000",,Company,Mirpur,Automatic,SI WXB PKG 4 point,https://bikroy.com/en/ad/toyota-noah-si-wxb-pkg-4-point-2019-for-sale-dhaka,30,2019
"Khulna
25
views",,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","81,564 km",Toyota Axio Hybrid (EX-Push)4.0- 2020,Axio,23/07/2025 19:25,"Tk 2,520,000",,Company,Khulna Sadar,Automatic,Hybrid (EX-Push)4.0-,https://bikroy.com/en/ad/toyota-axio-hybrid-ex-push40-2020-for-sale-khulna,25,2020
"Khulna
100
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","69,320 km",Toyota Aqua G Sensor Premium 2020,Aqua,23/07/2025 19:25,"Tk 1,950,000",,Company,Khulna Sadar,Automatic,G Sensor Premium,https://bikroy.com/en/ad/toyota-aqua-g-sensor-premium-2020-for-sale-khulna,100,2020
"Dhaka
142
views",SUV / 4x4,Toyota,Reconditioned,"2,400 cc","Hybrid, Octane","17,512 km","Toyota Crown Cross Over, RS AD. 2022",Crown,23/07/2025 19:24,"Tk 12,500,000",,Company,Baridhara,Automatic,"Cross Over, RS AD.",https://bikroy.com/en/ad/toyota-crown-cross-over-rs-ad-2022-for-sale-dhaka-1,142,2022
"Khulna
24
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc",Hybrid,"57,000 km",Toyota Yaris Cross Z PACKAGE BLACK 2021,Yaris Cross,23/07/2025 19:24,"Tk 3,700,000",,Company,Khulna Sadar,Automatic,Z PACKAGE BLACK,https://bikroy.com/en/ad/toyota-yaris-cross-z-package-black-2021-for-sale-khulna,24,2021
"Dhaka
17
views",Saloon,Toyota,Used,"1,800 cc","Hybrid, Octane","36,264 km",Toyota Prius S Touring Selection 2019,Prius,23/07/2025 19:24,"Tk 2,950,000",2024,Company,Ramna,Automatic,S Touring Selection,https://bikroy.com/en/ad/toyota-prius-s-touring-selection-2019-for-sale-dhaka-159,17,2019
"Dhaka
595
views",MPV,Toyota,Used,"2,000 cc",Octane,"68,000 km",Toyota Noah Esquaire Gi SunRoof 2014,Noah,23/07/2025 19:24,"Tk 3,280,000",2019,Company,Uttara,Automatic,Esquaire Gi SunRoof,https://bikroy.com/en/ad/toyota-noah-esquaire-gi-sunroof-2014-for-sale-dhaka,595,2014
"Dhaka
716
views",MPV,Toyota,Reconditioned,"1,980 cc",Octane,"29,301 km",Toyota Esquire Wine Color 2021,Esquire,23/07/2025 19:24,"Tk 5,100,000",,Company,Baridhara,Automatic,Wine Color,https://bikroy.com/en/ad/toyota-esquire-wine-color-2021-for-sale-dhaka-1,716,2021
"Dhaka
1148
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","156,000 km",Toyota Fielder EX LIKE G PACKAGE 2020,Fielder,23/07/2025 19:24,"Tk 2,275,000",,Company,Baridhara,Automatic,EX LIKE G PACKAGE,https://bikroy.com/en/ad/toyota-fielder-ex-like-g-package-2020-for-sale-dhaka-4,1148,2020
"Dhaka
681
views",SUV / 4x4,Toyota,Reconditioned,"2,000 cc",Octane,"52,017 km",Toyota RAV4 Pearl Color 2020,RAV4,23/07/2025 19:24,"Tk 7,200,000",,Company,Baridhara,Automatic,Pearl Color,https://bikroy.com/en/ad/toyota-rav4-pearl-color-2020-for-sale-dhaka-1,681,2020
"Dhaka
798
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","68,507 km",Toyota C-HR New Shape 2019,C-HR,23/07/2025 19:24,"Tk 3,400,000",,Company,Baridhara,Automatic,New Shape,https://bikroy.com/en/ad/toyota-c-hr-new-shape-2019-for-sale-dhaka-18,798,2019
"Dhaka
655
views",SUV / 4x4,Toyota,Reconditioned,"2,000 cc",Octane,"20,974 km",Toyota Harrier Black Color 2020,Harrier,23/07/2025 19:24,"Tk 7,650,000",,Company,Baridhara,Automatic,Black Color,https://bikroy.com/en/ad/toyota-harrier-black-color-2020-for-sale-dhaka-20,655,2020
"Dhaka
1190
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane",8 km,Toyota Corolla Cross Z PKG-FULL LOAD 2025,Corolla Cross,23/07/2025 19:24,"Tk 5,600,000",,Company,Baridhara,Automatic,Z PKG-FULL LOAD,https://bikroy.com/en/ad/toyota-corolla-cross-z-pkg-full-load-2025-for-sale-dhaka-1,1190,2025
"Chattogram
62
views",Saloon,Toyota,Reconditioned,"1,490 cc",Octane,"38,038 km",Toyota Axio EX NON HYBRID PUSH 2020,Axio,23/07/2025 19:24,"Tk 2,720,202",,Company,Halishahar,Automatic,EX NON HYBRID PUSH,https://bikroy.com/en/ad/toyota-axio-ex-non-hybrid-push-2020-for-sale-chattogram-1,62,2020
"Chattogram
38
views",Saloon,Toyota,Reconditioned,"2,000 cc",Octane,"136,000 km",Toyota Hiace SUPER GL PEARL KEY 2020,Hiace,23/07/2025 19:24,"Tk 4,130,000",,Company,Agrabad,Automatic,SUPER GL PEARL KEY,https://bikroy.com/en/ad/toyota-hiace-super-gl-pearl-key-2020-for-sale-chattogram,38,2020
"Dhaka
8288
views",Saloon,Toyota,Reconditioned,"2,500 cc","Hybrid, Octane","1,980 km",Toyota Crown .New Shape. 2023,Crown,23/07/2025 19:24,"Tk 15,900,000",,Company,Baridhara,Automatic,.New Shape.,https://bikroy.com/en/ad/toyota-crown-new-shape-2023-for-sale-dhaka-3,8288,2023
"Khulna
29
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","57,023 km",Toyota Yaris Cross Z leather 360 Camera 2021,Yaris Cross,23/07/2025 19:22,"Tk 3,700,000",,Company,Khulna Sadar,Automatic,Z leather 360 Camera,https://bikroy.com/en/ad/toyota-yaris-cross-z-leather-360-camera-2021-for-sale-khulna-3,29,2021
"Khulna
71
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc",Hybrid,"39,821 km",Toyota Corolla Cross 𝐙 𝐋𝐄𝐀𝐓𝐇𝐄𝐑 2022,Corolla Cross,23/07/2025 19:22,"Tk 4,880,000",,Company,Khulna Sadar,Automatic,𝐙 𝐋𝐄𝐀𝐓𝐇𝐄𝐑,https://bikroy.com/en/ad/toyota-corolla-cross-2022-for-sale-khulna-9,71,2022
"Khulna
106
views",Saloon,Toyota,Reconditioned,"1,500 cc",Petrol,"48,900 km",Toyota Allion G-PLUS BLACK 2020,Allion,23/07/2025 19:22,"Tk 4,250,000",,Company,Khulna Sadar,Automatic,G-PLUS BLACK,https://bikroy.com/en/ad/toyota-allion-g-plus-black-2020-for-sale-khulna-2,106,2020
"Khulna
186
views",MPV,Toyota,Reconditioned,"1,800 cc",Petrol,"65,000 km",Toyota Hiace SUPER GL BLACK 2019,Hiace,23/07/2025 19:22,"Tk 3,850,000",2019,Company,Khulna Sadar,Automatic,SUPER GL BLACK,https://bikroy.com/en/ad/toyota-hiace-super-gl-black-2019-for-sale-khulna-21,186,2019
"Khulna
89
views",Saloon,Toyota,Reconditioned,"1,500 cc",Petrol,"65,800 km",Toyota Allion G-PLUS PEARL 2019,Allion,23/07/2025 19:22,"Tk 4,150,000",,Company,Khulna Sadar,Automatic,G-PLUS PEARL,https://bikroy.com/en/ad/toyota-allion-g-plus-pearl-2019-for-sale-khulna-12,89,2019
"Khulna
84
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","81,409 km",Toyota Voxy ZS KIRAMEKI2 PRIMEUM 2020,Voxy,23/07/2025 19:22,"Tk 3,320,000",,Company,Khulna Sadar,Automatic,ZS KIRAMEKI2 PRIMEUM,https://bikroy.com/en/ad/toyota-voxy-zs-kirameki2-primeum-2020-for-sale-khulna-3,84,2020
"Khulna
17
views",MPV,Toyota,Reconditioned,"2,000 cc",Hybrid,"64,310 km",Toyota Noah SI WXB2 NON HYBRID 2020,Noah,23/07/2025 19:22,"Tk 4,200,000",,Company,Khulna Sadar,Automatic,SI WXB2 NON HYBRID,https://bikroy.com/en/ad/toyota-noah-si-wxb2-non-hybrid-2020-for-sale-khulna,17,2020
"Khulna
92
views",Hatchback,Toyota,Reconditioned,"1,800 cc",Hybrid,"36,541 km",Toyota Prius A TOURING 2020,Prius,23/07/2025 19:22,"Tk 3,520,000",,Company,Khulna Sadar,Automatic,A TOURING,https://bikroy.com/en/ad/toyota-prius-a-touring-2020-for-sale-khulna,92,2020
"Khulna
52
views",Hatchback,Toyota,Reconditioned,"1,800 cc",Hybrid,"110,250 km",Toyota Prius A TOURING SLCN 4GRAT 2020,Prius,23/07/2025 19:22,"Tk 3,250,000",,Company,Khulna Sadar,Automatic,A TOURING SLCN 4GRAT,https://bikroy.com/en/ad/toyota-prius-a-touring-slcn-4grat-2020-for-sale-khulna,52,2020
"Khulna
11
views",,Toyota,Reconditioned,"2,000 cc",Petrol,"37,140 km",Toyota Hiace Super Gl Full Loaded 2021,Hiace,23/07/2025 19:22,"Tk 4,550,000",,Company,Khulna Sadar,Automatic,Super Gl Full Loaded,https://bikroy.com/en/ad/toyota-hiace-super-gl-full-loaded-2021-for-sale-khulna,11,2021
"Khulna
124
views",Saloon,Toyota,Reconditioned,"1,500 cc",Petrol,"58,600 km",Toyota Allion G-PLUS MICABLUE 2020,Allion,23/07/2025 19:22,"Tk 4,050,000",,Company,Khulna Sadar,Automatic,G-PLUS MICABLUE,https://bikroy.com/en/ad/toyota-allion-g-plus-micablue-2020-for-sale-khulna,124,2020
"Khulna
407
views",MPV,Toyota,Reconditioned,"1,800 cc",Petrol,"44,000 km",Toyota Hiace SUPER GL PEARL 2019,Hiace,23/07/2025 19:22,"Tk 3,750,000",2019,Company,Khulna Sadar,Automatic,SUPER GL PEARL,https://bikroy.com/en/ad/toyota-hiace-super-gl-pearl-2019-for-sale-khulna-49,407,2019
"Khulna
115
views",Saloon,Toyota,Reconditioned,"1,500 cc",Petrol,"77,800 km",Toyota Allion G-LED RED WINE 2019,Allion,23/07/2025 19:22,"Tk 3,780,000",,Company,Khulna Sadar,Automatic,G-LED RED WINE,https://bikroy.com/en/ad/toyota-allion-g-led-red-wine-2019-for-sale-khulna-2,115,2019
"Dhaka
96
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","24,873 km",Toyota Corolla Cross Modelista Bodykit 2023,Corolla Cross,23/07/2025 19:22,"Tk 5,250,000",,Company,Gulshan,Automatic,Modelista Bodykit,https://bikroy.com/en/ad/toyota-corolla-cross-modelista-bodykit-2023-for-sale-dhaka-3,96,2023
"Dhaka
29
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","51,570 km",Toyota Esquire GI-PREMIUM 4grd 2020,Esquire,23/07/2025 19:22,"Tk 4,050,000",,Company,Gulshan,Automatic,GI-PREMIUM 4grd,https://bikroy.com/en/ad/toyota-esquire-gi-premium-4grd-2020-for-sale-dhaka,29,2020
"Khulna
37
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","86,150 km",Toyota Fielder (Ex ) Push Hyb GP-4 2020,Fielder,23/07/2025 19:22,"Tk 2,420,000",,Company,Khulna Sadar,Automatic,(Ex ) Push Hyb GP-4,https://bikroy.com/en/ad/toyota-fielder-ex-push-hyb-gp-4-2020-for-sale-khulna-4,37,2020
"Dhaka
711
views",Saloon,Honda,Reconditioned,"1,500 cc","Hybrid, Octane","94,000 km",Honda Insight EX MASTER ALL OPTION 2019,Insight,23/07/2025 19:22,"Tk 3,550,000",,Company,Mohammadpur,Automatic,EX MASTER ALL OPTION,https://bikroy.com/en/ad/honda-insight-ex-master-all-option-2019-for-sale-dhaka-7,711,2019
"Khulna
71
views",SUV / 4x4,Nissan,Reconditioned,"2,000 cc","Petrol, Hybrid, Octane","90,120 km",Nissan X-Trail Auto Pilot Mode 😱 2020,X-Trail,23/07/2025 19:22,"Tk 4,000,000",,Company,Khulna Sadar,Automatic,Auto Pilot Mode 😱,https://bikroy.com/en/ad/nissan-x-trail-auto-pilot-mode-2020-for-sale-khulna,71,2020
"Khulna
18
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"68,000 km",Toyota Esquire GI HYBRID PURPLE 2021,Esquire,23/07/2025 19:22,"Tk 3,700,000",,Company,Khulna Sadar,Automatic,GI HYBRID PURPLE,https://bikroy.com/en/ad/toyota-esquire-gi-hybrid-purple-2021-for-sale-khulna,18,2021
Dhaka,MPV,Toyota,Reconditioned,"2,000 cc",Octane,"101,000 km",Toyota Noah SI WITH SUNROOF 2020,Noah,23/07/2025 19:22,"Tk 4,650,000",,Company,Baridhara,Automatic,SI WITH SUNROOF,https://bikroy.com/en/ad/toyota-noah-si-with-sunroof-2020-for-sale-dhaka,,2020
"Khulna
34
views",Saloon,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","73,712 km",Toyota Prius (A) pkg Hy GP-4 2019,Prius,23/07/2025 19:22,"Tk 2,920,000",,Company,Khulna Sadar,Automatic,(A) pkg Hy GP-4,https://bikroy.com/en/ad/toyota-prius-a-pkg-hy-gp-4-2019-for-sale-khulna-1,34,2019
"Khulna
22
views",Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","52,000 km",Toyota Premio FEX PKG RED WINE 2020,Premio,23/07/2025 19:22,"Tk 4,700,000",,Company,Khulna Sadar,Automatic,FEX PKG RED WINE,https://bikroy.com/en/ad/toyota-premio-fex-pkg-red-wine-2020-for-sale-khulna,22,2020
"Dhaka
830
views",Saloon,Toyota,Reconditioned,"2,500 cc",Hybrid,"60,000 km",Toyota Camry hybrid 2020,Camry,23/07/2025 19:22,"Tk 5,500,000",,Company,Gulshan,Automatic,hybrid,https://bikroy.com/en/ad/toyota-camry-hybrid-2020-for-sale-dhaka,830,2020
"Dhaka
172
views",Saloon,Honda,Reconditioned,"1,800 cc",Hybrid,"60,000 km",Honda Insight hybrid 2020,Insight,23/07/2025 19:22,"Tk 3,870,000",,Company,Gulshan,Automatic,hybrid,https://bikroy.com/en/ad/honda-insight-hybrid-2020-for-sale-dhaka,172,2020
Dhaka,SUV / 4x4,Nissan,Used,"2,000 cc",Petrol,"38,569 km",Nissan X-Trail sunroof 7 seater 2017,X-Trail,23/07/2025 19:22,"Tk 3,900,000",2018,Company,Banani,Automatic,sunroof 7 seater,https://bikroy.com/en/ad/nissan-x-trail-sunroof-7-seater-2017-for-sale-dhaka,,2017
"Dhaka
715
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","68,507 km",Toyota Yaris Cross Z HYBRID 2021,Yaris Cross,23/07/2025 19:22,"Tk 3,400,000",,Company,Baridhara,Automatic,Z HYBRID,https://bikroy.com/en/ad/toyota-yaris-cross-z-hybrid-2021-for-sale-dhaka-7,715,2021
"Dhaka
1289
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","144,000 km",Toyota Fielder EX LIKE G PACKAGE 2020,Fielder,23/07/2025 19:22,"Tk 2,225,000",,Company,Baridhara,Automatic,EX LIKE G PACKAGE,https://bikroy.com/en/ad/toyota-fielder-ex-like-g-package-2020-for-sale-dhaka-3,1289,2020
"Dhaka
956
views",SUV / 4x4,Nissan,Reconditioned,"2,000 cc","Petrol, Octane","45,213 km","Nissan X-Trail 7 SEAT, Sunroof 2020",X-Trail,23/07/2025 19:22,"Tk 5,290,000",,Company,Baridhara,Automatic,"7 SEAT, Sunroof",https://bikroy.com/en/ad/nissan-x-trail-7-seat-sunroof-2020-for-sale-dhaka,956,2020
"Dhaka
1056
views",SUV / 4x4,Lexus,Reconditioned,"2,500 cc","Hybrid, Octane","14,512 km",Lexus RX 350h VERSION L. 2023,RX,23/07/2025 19:22,"Tk 15,900,000",,Company,Baridhara,Automatic,350h VERSION L.,https://bikroy.com/en/ad/lexus-rx-350h-version-l-2023-for-sale-dhaka-80,1056,2023
"Chattogram
19
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"85,000 km",Toyota Esquire GI PREMIUM HYBRID 2020,Esquire,23/07/2025 19:22,"Tk 3,800,000",,Company,Agrabad,Automatic,GI PREMIUM HYBRID,https://bikroy.com/en/ad/toyota-esquire-gi-premium-hybrid-2020-for-sale-chattogram-18,19,2020
"Dhaka
944
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","48,521 km",Toyota Yaris Cross BLACK 2021,Yaris Cross,23/07/2025 19:22,"Tk 3,400,000",,Company,Baridhara,Automatic,BLACK,https://bikroy.com/en/ad/toyota-yaris-cross-black-2021-for-sale-dhaka,944,2021
"Dhaka
948
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","62,142 km",Toyota Prius GREY 2020,Prius,23/07/2025 19:22,"Tk 3,250,000",,Company,Baridhara,Automatic,GREY,https://bikroy.com/en/ad/toyota-prius-grey-2020-for-sale-dhaka,948,2020
"Dhaka
371
views",SUV / 4x4,Toyota,Reconditioned,"2,000 cc",Petrol,"31,000 km",Toyota RAV4 NON HYBRID 2020,RAV4,23/07/2025 19:20,"Tk 6,900,000",,Company,Baridhara,Automatic,NON HYBRID,https://bikroy.com/en/ad/toyota-rav4-non-hybrid-2020-for-sale-dhaka-3,371,2020
"Dhaka
362
views",MPV,Toyota,Reconditioned,"2,000 cc",Octane,"45,615 km",Toyota Esquire GI PREMIUM 4.5 BLACK 2020,Esquire,23/07/2025 19:20,"Tk 4,750,000",,Company,Baridhara,Automatic,GI PREMIUM 4.5 BLACK,https://bikroy.com/en/ad/toyota-esquire-gi-premium-45-black-2020-for-sale-dhaka-13,362,2020
Dhaka,Saloon,Honda,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane, Other fuel type","80,000 km",Honda Insight HYBRID lx 2020,Insight,23/07/2025 19:20,"Tk 3,500,000",,Company,Rampura,Automatic,HYBRID lx,https://bikroy.com/en/ad/honda-insight-hybrid-lx-2020-for-sale-dhaka-2,,2020
"Dhaka
341
views",,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","21,000 km",Toyota Hiace SUPER GL 2021,Hiace,23/07/2025 19:20,"Tk 4,500,000",,Company,Baridhara,Automatic,SUPER GL,https://bikroy.com/en/ad/toyota-hiace-super-gl-2021-for-sale-dhaka-35,341,2021
"Dhaka
153
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"19,000 km",Toyota Premio F-EX PEARL 2019,Premio,23/07/2025 19:20,"Tk 4,220,000",,Company,Mirpur,Automatic,F-EX PEARL,https://bikroy.com/en/ad/toyota-premio-f-ex-pearl-2019-for-sale-dhaka-6,153,2019
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane, Other fuel type","81,000 km",Toyota Fielder Hybrid EX 2020,Fielder,23/07/2025 19:20,"Tk 2,150,000",,Company,Rampura,Automatic,Hybrid EX,https://bikroy.com/en/ad/toyota-fielder-hybrid-ex-2020-for-sale-dhaka-32,,2020
"Dhaka
591
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","89,123 km",Toyota Corolla X new shape 2005,Corolla,23/07/2025 19:20,"Tk 1,275,000",2011,Company,Mirpur,Automatic,X corolla new shape,https://bikroy.com/en/ad/toyota-corolla-x-new-shape-2005-for-sale-dhaka-314,591,2005
"Dhaka
139
views",Estate,Toyota,Reconditioned,"1,800 cc",Hybrid,"1,600 km",Toyota Corolla Cross Z 2024,Corolla Cross,23/07/2025 19:20,"Tk 5,500,000",,Company,Baridhara,Automatic,Z,https://bikroy.com/en/ad/toyota-corolla-cross-z-2024-for-sale-dhaka-76,139,2024
"Dhaka
104
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane",5 km,Toyota Corolla Cross Panoramic Moonroof 2024,Corolla Cross,23/07/2025 19:20,"Tk 5,500,000",,Company,Gulshan,Automatic,Panoramic Moonroof,https://bikroy.com/en/ad/toyota-corolla-cross-panoramic-moonroof-2024-for-sale-dhaka,104,2024
"Dhaka
141
views",SUV / 4x4,Honda,Reconditioned,"1,500 cc",Octane,"39,881 km",Honda CR-V Ex Master Piece 2019,CR-V,23/07/2025 19:20,"Tk 6,000,000",,Company,Gulshan,Automatic,Ex Master Piece,https://bikroy.com/en/ad/honda-cr-v-ex-master-piece-2019-for-sale-dhaka-228,141,2019
"Chattogram
445
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","89,000 km",Toyota Allion white 2004,Allion,23/07/2025 19:20,"Tk 1,320,000",2010,Company,Agrabad,Automatic,white,https://bikroy.com/en/ad/toyota-allion-white-2004-for-sale-chattogram-3,445,2004
"Dhaka
192
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","71,490 km",Toyota Hiace GL 2019,Hiace,23/07/2025 19:20,"Tk 3,180,000",,Company,Mirpur,Automatic,GL,https://bikroy.com/en/ad/toyota-hiace-gl-2019-for-sale-dhaka-201,192,2019
"Chattogram
2911
views",Hatchback,Toyota,Used,"1,500 cc","CNG, Octane","96,000 km",Toyota Fielder Black 2004,Fielder,23/07/2025 19:20,"Tk 1,080,000",2009,Company,Agrabad,Automatic,Black,https://bikroy.com/en/ad/toyota-fielder-black-2004-for-sale-chattogram-1,2911,2004
"Khulna
98
views",,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","40,215 km",Toyota Sienta NonHybrid (G Cuero)- 2020,Sienta,23/07/2025 19:20,"Tk 2,900,000",,Company,Khulna Sadar,Automatic,NonHybrid (G Cuero)-,https://bikroy.com/en/ad/toyota-sienta-nonhybrid-g-cuero-2020-for-sale-khulna,98,2020
"Khulna
47
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","31,220 km",Toyota Esquire Gi Premium Purple 🍇 2020,Esquire,23/07/2025 19:20,"Tk 4,450,000",,Company,Khulna Sadar,Automatic,Gi Premium Purple 🍇,https://bikroy.com/en/ad/toyota-esquire-gi-premium-purple-2020-for-sale-khulna,47,2020
"Khulna
21
views",,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","56,000 km",Toyota Hiace Ambulance 5 Door 2020,Hiace,23/07/2025 19:20,"Tk 2,700,000",,Company,Khulna Sadar,Automatic,Ambulance 5 Door,https://bikroy.com/en/ad/toyota-hiace-ambulance-5-door-2020-for-sale-khulna,21,2020
"Dhaka
72
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","69,000 km",Toyota Fielder EX NS SAFTY SENSE HV 2020,Fielder,23/07/2025 19:20,"Tk 2,570,000",,Company,Mohammadpur,Automatic,EX NS SAFTY SENSE HV,https://bikroy.com/en/ad/toyota-fielder-ex-ns-safty-sense-hv-2020-for-sale-dhaka,72,2020
